DMA,2024 Females Age 15-19,2024 Females Age 20-24,2024 Females Age 25-29,Total Female GenZ,Total Population,Age_15_19_Percentage,Age_20_24_Percentage,Age_25_29_Percentage,GenZ_Concentration,GenZ_Index,Age_Variance,Region
Missoula,9409,10244,9577,29230,342271,32.189531303455354,35.046185425932265,32.76428327061238,8.540016536604037,88.91159047534342,2.282981674278122,Other
Mobile-Pensacola (Ft Walt),46194,47651,45887,139732,1549864,33.05899865456731,34.10170898577277,32.83929235965992,9.015758802062633,93.8646255540187,0.4548685714517771,Other
Monroe-El Dorado,15464,15821,12820,44105,437113,35.06178437818841,35.87121641537241,29.06699920643918,10.090068243223147,105.04944711342073,13.81500021743123,Other
Monterey-Salinas,22672,22211,19774,64657,624223,35.06503549499668,34.35204231560388,30.582922189399447,10.357997061947414,107.83890042476376,5.800660913971953,Other
Montgomery-Selma,18305,18309,16890,53504,539192,34.21239533492823,34.219871411483254,31.567733253588514,9.922995890146739,103.31002792461565,2.338021704126348,Other
Myrtle Beach-Florence,21841,21092,18549,61482,709316,35.524218470446634,34.30597573273479,30.169805796818583,8.667786994794985,90.24183083317274,7.876958697712234,Other
Nashville,99525,107012,112923,319460,3191224,31.15413510298629,33.49777749953046,35.348087397483255,10.010579012942996,104.2218709770542,4.417590374976286,Other
New Orleans,57654,58870,57001,173525,1801181,33.22518369111079,33.92594726984584,32.848869039043365,9.633956831656564,100.30079225279852,0.29879663765179654,Other
New York,637127,712185,768543,2117855,22164623,30.083598735513057,33.627656284306525,36.28874498018042,9.555114021113736,99.47994610421522,9.690929479029538,New York
Norfolk-Portsmth-Newpt Nws,60247,68217,66397,194861,2028761,30.917936375159726,35.008031365948035,34.07403225889223,9.604926356529923,99.99855095095778,4.593695432160986,Other
North Platte,1100,933,836,2869,34008,38.34088532589753,32.52004182642035,29.13907284768212,8.436250294048458,87.83126216172454,21.664420527472807,Other
Odessa-Midland,16589,14975,15586,47150,488456,35.183457051961824,31.760339342523856,33.05620360551432,9.652865355323714,100.49765216584213,2.9870343776977397,Other
Oklahoma City,70718,75680,64752,211150,2035395,33.49183045228511,35.84181861236088,30.666350935354014,10.373907767288413,108.00454953227889,6.715207421472725,Other
Omaha,39763,38125,37730,115618,1212981,34.39170371395458,32.97496929543843,32.633326990606996,9.531723909937584,99.23642760783375,0.8692907630449003,Other
Orlando-Daytona Bch-Melbrn,145916,149810,148565,444291,4926980,32.84243885201366,33.71889144727217,33.43866970071417,9.017511741472465,93.88287570965564,0.20036410065358903,Florida
Ottumwa-Kirksville,4889,5436,3736,14061,141124,34.76993101486381,38.66012374653297,26.569945238603225,9.963578129871602,103.73253664734747,38.09096376233562,Other
Paducah-Cape Girard-Harsbg,29818,31362,25610,86790,960295,34.35649268348888,36.13549948150709,29.508007835004037,9.03784774470345,94.09459735954105,11.766052672974975,Other
Palm Springs,13026,12578,11466,37070,439646,35.13892635554357,33.930401942271374,30.93067170218505,8.431783753292422,87.78476023273646,4.694719999712808,Other
Panama City,13446,12301,11916,37663,488118,35.70082043384754,32.660701484215274,31.638478081937183,7.715962123912661,80.33221733753089,4.464981549367125,Other
Parkersburg,3596,3518,3460,10574,127928,34.00794401361831,33.2702856062039,32.721770380177794,8.265586892627102,86.05445594697466,0.41654191576153304,Other
Peoria-Bloomington,20609,21656,16766,59031,597268,34.91216479476885,36.68580915112399,28.402026054107164,9.883502883127843,102.89885939213642,19.024797187319372,Other
Philadelphia,262326,281459,263558,807343,8403027,32.49250937953261,34.862381912025,32.645108708442386,9.60776396410484,100.02809377462205,1.7593138057951838,Pennsylvania
Phoenix (Prescott),191526,195035,190192,576753,5971538,33.207629609208794,33.816035633971566,32.97633475681964,9.658366069176818,100.55492104996348,0.18812546046651246,Southwest
Pittsburgh,86433,96255,86837,269525,2961047,32.06863927279473,35.712828123550686,32.21853260365457,9.102354673870424,94.766190165519,4.252113595162725,Pennsylvania
"Portland, OR",104237,108258,117940,330435,3640037,31.54538714119267,32.76226791956058,35.69234493924675,9.077792341121807,94.51046746743012,4.5439015248159755,Other
Portland-Auburn,29064,28400,27344,84808,1073233,34.27035185359872,33.48740684841053,32.24224129799075,7.902105134672527,82.27018444468945,1.046112092478296,Other
Presque Isle,1630,1524,1359,4513,62680,36.117881675160646,33.76911145579437,30.113006869044984,7.200063816209318,74.96111075186586,9.157057288292403,Other
Providence-New Bedford,49779,53287,47507,150573,1567233,33.05971190053994,35.38947885743128,31.550809242028784,9.60756951901855,100.02606937316942,3.739997620416517,Other
Quincy-Hannibal-Keokuk,7106,7826,5765,20697,230776,34.3334782818766,37.81224332028796,27.854278397835436,8.968436925850174,93.3719493091551,25.540483787771194,Other
Raleigh-Durham (Fayetvlle),108937,114709,109253,332899,3326007,32.723739031958644,34.45759825052043,32.81866271752093,10.008968712332836,104.20510585865202,0.9502313295334581,Carolinas
Rapid City,8260,7743,7337,23340,265310,35.38988860325622,33.174807197943444,31.43530419880034,8.79725604010403,91.58975547552114,3.9285323546926554,Other
Reno,23292,24379,25202,72873,814456,31.96245523033222,33.45409136442853,34.583453405239254,8.947444674727672,93.15339534887183,1.7283447347719902,Other
Richmond-Petersburg,49859,50362,50085,150306,1575884,33.17166314052666,33.50631378654212,33.32202307293122,9.537884768168215,99.3005693693433,0.02809370521241411,Other
Roanoke-Lynchburg,36517,40274,29887,106678,1065540,34.2310504508896,37.75286375822569,28.01608579088472,10.011637291889558,104.23288890235938,24.3056333136893,Other
"Rochester, NY",32995,35933,33296,102224,1064071,32.27715604946001,35.15123650023478,32.571607450305216,9.606877736542016,100.01886710605577,2.500254350037653,New York
Rochestr-Mason City-Austin,12970,12025,12486,37481,436806,34.60419946106027,32.08292201382034,33.312878525119395,8.580697151595903,89.33512340000918,1.5895237908744786,Texas
Rockford,14560,14174,13530,42264,483509,34.4501230361537,33.53681620291501,32.01306076093129,8.741098924735631,91.00509402638804,1.5158720919879527,Other
Sacramnto-Stkton-Modesto,147866,147331,136524,431721,4548545,34.25036076540173,34.12643813944654,31.62320109515173,9.491408791162888,98.81669992755387,2.197253408356921,Other
Salisbury,12658,12695,11200,36553,457155,34.62916860449211,34.73039148633491,30.640439909172983,7.995756362721615,83.24520359132973,5.441317763366683,Other
Salt Lake City,140484,143715,128371,412570,3619385,34.050948929878565,34.83408876069515,31.114962309426282,11.398897879059563,118.67589901602503,3.844204498435672,Mountain West
San Angelo,4659,5004,4681,14344,144413,32.480479643056334,34.8856664807585,32.633853876185164,9.932623794256749,103.41026570093565,1.8131845642931619,Other
San Antonio,96405,98397,94070,288872,2794006,33.372912570273336,34.0624913456479,32.564596084078765,10.338989966378024,107.64101426258273,0.5620974406553808,Other
San Diego,93895,114771,116729,325395,3229836,28.85569845879623,35.27128566818789,35.87301587301587,10.074660137542587,104.88903065797255,15.127430362103752,West Coast
San Francisco-Oak-San Jose,212438,232399,252942,697779,7795853,30.44488297870816,33.305530834261276,36.249586187030566,8.95064337411185,93.18669756186881,8.424224568393093,West Coast
Santabarbra-Sanmar-Sanluob,24967,33325,20898,79190,702245,31.52797070337164,42.08233362798333,26.38969566864503,11.276691183276492,117.40358395173476,64.009222199963,Other
Savannah,35048,40637,32753,108438,1046581,32.32077316070012,37.474870432874084,30.20435640642579,10.36116650311825,107.87189802543693,13.984052129597591,Other
Seattle-Tacoma,157215,169500,189256,515971,5752672,30.469735702200317,32.850683468644554,36.67958082915513,8.969240728482347,93.38031783750027,9.815257294104175,Pacific Northwest
Sherman-Ada,10079,9772,9508,29359,321626,34.330188357914096,33.284512415273,32.385299226812904,9.128304303756538,95.03635625425335,0.9474360445990777,Other
Shreveport,34851,33695,31154,99700,1100197,34.955867602808425,33.796389167502504,31.247743229689068,9.062013439411306,94.34619059032786,3.5983621207990373,Other
