DMA,2024 Females Age 15-19,2024 Females Age 20-24,2024 Females Age 25-29,Total Female GenZ,Total Population,Age_15_19_Percentage,Age_20_24_Percentage,Age_25_29_Percentage,GenZ_Concentration,GenZ_Index,Age_Variance,Region
Sioux City,15416,13569,11916,40901,444686,37.69100999975551,33.17522798953571,29.133762010708786,9.197726035899487,95.75911792478723,18.325371261314068,Other
Sioux Falls(Mitchell),23993,23111,20676,67780,722155,35.398347595160814,34.097078784302155,30.50457362053703,9.38579667799849,97.71715393549862,6.424736264082944,Other
South Bend-Elkhart,25417,25126,23667,74210,800738,34.250101064546556,33.85797062390513,31.891928311548305,9.267700546246088,96.48763466488755,1.5966778982397267,Other
Spokane,40388,43110,36334,119832,1264575,33.70385205955004,35.9753655117164,30.320782428733562,9.476069035051301,98.65699507129987,8.096540555446854,Other
"Springfield, MO",33483,35085,30287,98855,1092523,33.87082089929695,35.49137625815588,30.637802842547163,9.048322094820888,94.20364763176774,6.105963387850041,Other
Springfield-Holyoke,25392,28293,19622,73307,668812,34.6378926978324,38.59522283001623,26.766884472151364,10.960778215701872,114.11455936045283,36.253803428661,Other
St. Joseph,3463,3348,3109,9920,108081,34.90927419354839,33.75,31.340725806451612,9.178301459090866,95.55688529315678,3.3138427310960887,Other
St. Louis,96293,97279,94454,288026,3200100,33.43205127314895,33.77438147944977,32.79356724740128,9.000531233398956,93.70608870070501,0.2478080631782994,Other
Syracuse,34740,39336,28486,102562,949880,33.87219437998479,38.35338624441801,27.774419375597198,10.797363877542427,112.41322439816604,28.196413423600845,Other
Tallahassee-Thomasville,29563,35004,23957,88524,757429,33.39546337716325,39.54181916768334,27.062717455153408,11.687432089344348,121.67987862578451,38.934889994676624,Other
Tampa-St. Pete (Sarasota),147761,150815,147027,445603,5384459,33.1597857285521,33.84514915743386,32.99506511401405,8.275724636402654,86.16000175230798,0.20324979856322198,Florida
Terre Haute,11426,11730,9696,32852,357247,34.780226470230126,35.70558870084013,29.514184828929746,9.195878481834697,95.73988271959932,11.153495288476005,Other
Toledo,33171,34400,29166,96737,1001953,34.28987874339705,35.56033368824751,30.14978756835544,9.65484408949322,100.51825310980806,8.004736670005258,Other
Topeka,19337,23615,16450,59402,526681,32.55277600080805,39.75455371873001,27.69267028046194,11.278553811510193,117.4229760967046,36.82921033161062,Other
Traverse City-Cadillac,16889,16309,14755,47953,644138,35.21990282151273,34.01038516881113,30.76971200967614,7.4445227575457436,77.50621510698966,5.294848956381597,Other
"Tri-Cities, TN-VA",23886,23705,21685,69276,821895,34.47947341070501,34.21819966510768,31.302326924187305,8.428813899585712,87.75384057170174,3.1108062680287967,Other
Tucson (Sierra Vista),35650,40404,35251,111305,1171751,32.02910920443826,36.30025605318719,31.670634742374553,9.4990317908839,98.89606429722261,6.634098804176723,Other
Tulsa,45767,43919,41296,130982,1399780,34.9414423355881,33.530561451191765,31.52799621322014,9.357327580048294,97.4207572286186,2.942077805432702,Other
Twin Falls,7890,6740,5877,20507,215113,38.47466718681426,32.86682596186668,28.65850685131906,9.533129099589518,99.25105728054426,24.25247277876184,Other
Tyler-Longview(Lfkn&Ncgd),21648,21188,17712,60548,610211,35.753451806830945,34.9937239875801,29.252824205588958,9.922469440898313,103.30454697035971,12.632212646039786,Other
Utica,8265,8416,6919,23600,262673,35.021186440677965,35.66101694915254,29.317796610169495,8.984554940934165,93.53975675429069,12.195747151201742,Other
Victoria,3355,3115,3079,9549,99347,35.13456906482354,32.62121688134883,32.244214053827626,9.611764824302696,100.06974742270765,2.46887040328754,Other
Waco-Temple-Bryan,46198,58089,42560,146847,1184360,31.45995491906542,39.55749862101371,28.982546459920872,12.398848323144989,129.08655618502337,30.589563314634223,Other
"Washington, DC (Hagrstwn)",225219,237549,258220,720988,7507735,31.237551803913522,32.94770509356605,35.81474310252043,9.603269161737861,99.98129760911024,5.349201900490211,Pacific Northwest
Watertown,8527,9279,7127,24933,247687,34.199655075602614,37.21573817831789,28.584606746079494,10.066333719573493,104.80234287915835,19.186992470989775,Other
Wausau-Rhinelander,10894,11269,9869,32032,398087,34.00974025974026,35.18044455544456,30.809815184815186,8.046482301607437,83.77332012194326,5.1187450214204775,Other
West Palm Beach-Ft. Pierce,59463,58182,55713,173358,2234142,34.30069567023155,33.56176236458658,32.137541965181875,7.7594888776093915,80.78538190493158,1.2089433546570039,Other
Wheeling-Steubenville,8694,7850,7433,23977,302091,36.25974892605414,32.73970888768403,31.000542186261836,7.937012357203624,82.63360958104765,7.179106369823523,Other
Wichita Falls & Lawton,12742,13072,11803,37617,391914,33.872982959831994,34.75024589946035,31.37677114070766,9.598279214317426,99.9293464027352,3.0634992765204903,Other
Wichita-Hutchinson Plus,41491,38540,35224,115255,1195381,35.99930588694634,33.43889636024468,30.56179775280899,9.641695827522772,100.38136427841431,7.399981341690474,Other
Wilkes Barre-Scranton-Hztn,42774,43565,36853,123192,1419972,34.721410481200074,35.363497629716214,29.915091889083705,8.675664027178001,90.32383998085974,8.866349904961725,Other
Wilmington,16837,19860,16621,53318,620474,31.57845380546907,37.248208860047264,31.173337334483662,8.593107849805149,89.46433332740966,11.535717631013679,Other
Yakima-Pasco-Rchlnd-Knnwck,29948,29083,24433,83464,818528,35.88133806191891,34.84496309786255,29.273698840218536,10.196841158763048,106.1610784199471,12.628992429796282,Other
Youngstown,15181,15002,14936,45119,553492,33.64657904652142,33.24985039562047,33.103570557858106,8.151698669538131,84.86874594186526,0.07894160535698037,Other
Yuma-El Centro,13494,12948,11258,37700,384373,35.793103448275865,34.3448275862069,29.862068965517242,9.808181115739139,102.11467143333807,9.561632976615146,Other
Zanesville,1810,1860,1881,5551,62857,32.60673752477031,33.50747613042695,33.88578634480274,8.831156434446443,91.94269834932078,0.4317357563412791,Other
